"","recoded_id","dob","herd_life","cull_date","average_resid","rltl_change","abs_rltl_change","amp_305_lactation","av_rltl_1_res","totalTELnumber","CutoffDate","Event","TimeMeasure","average_resid_3G","rltl_change_3G","abs_rltl_change_3G"
"1",25,"14/07/2009","2214","06/08/2015",-0.149099671,0.013518967,0.106199657666667,"7301.2",NA,3,"01/01/2017",1,2214,1,3,1
"2",104,"22/11/2008","2063","17/07/2014",0.212083380333333,0.0122496334,0.1556460698,"12266.8",0.185953535,5,"01/01/2017",1,2063,3,3,2
"3",124,"16/02/2009","1977","17/07/2014",0.106228058,-0.01293980875,0.15388155925,"5846.916667",-0.066053396,4,"01/01/2017",1,1977,3,2,2
"4",141,"16/02/2010","1612","17/07/2014",-0.2401333312,0.028116191,0.1380217765,"9168.466667",-0.12641467,4,"01/01/2017",1,1612,1,3,2
"5",202,"03/07/2011","1903","17/09/2016",-0.11587919175,-0.0852585213333333,0.0871273166666667,"9107.533333",-0.095547781,3,"01/01/2017",1,1903,1,1,1
"6",209,"04/08/2011","349","18/07/2012",0.1119874075,-0.508612457,0.508612457,"NULL",-0.142318821,1,"01/01/2017",1,349,3,1,3
"7",242,"31/03/2010","803","11/06/2012",0.111486674333333,0.0353307325,0.3188969585,"NULL",-0.101111298,2,"01/01/2017",1,803,3,3,3
"8",270,"05/04/2010","833","16/07/2012",-0.0200024796666667,0.0201759645,0.0340643075,"4861.1",-0.042712018,2,"01/01/2017",1,833,2,3,1
"9",289,"28/05/2009","742","09/06/2011",0.2003181635,-0.640397154,0.640397154,"12.2",-0.119880414,1,"01/01/2017",1,742,3,1,3
"10",309,"12/02/2009","2457","05/11/2015",0.0020086205,-0.0429690618,0.1006725826,"9631.6125",-0.064621613,5,"01/01/2017",1,2457,2,2,1
"11",318,"12/10/2010","NULL","NULL",-0.11892573775,-0.0508901383333333,0.213554767666667,"5916.425",-0.316731509,3,"01/01/2017",0,2273,1,2,3
"12",354,"22/07/2010","NULL","NULL",-0.0206754618,-0.011410082,0.1637290475,"6130.875",0.179732491,4,"01/01/2017",0,2355,2,2,2
"13",370,"27/06/2009","NULL","NULL",0.0589924364,0.06816729575,0.12172703925,"5553.316667",-0.056640393,4,"01/01/2017",0,2745,3,3,2
"14",372,"30/04/2011","NULL","NULL",-0.0862038055,-0.0827375623333333,0.0827375623333333,"6218.475",-0.024475262,3,"01/01/2017",0,2073,1,1,1
"15",382,"12/07/2010","NULL","NULL",0.0719732352,0.04707794425,0.18927104775,"5422.925",0.051139462,4,"01/01/2017",0,2365,3,3,3
"16",385,"01/05/2010","1461","01/05/2014",-0.15628277775,-0.0455577733333333,0.138021794,"6578.65",-0.217239913,3,"01/01/2017",1,1461,1,2,2
"17",428,"29/11/2009","NULL","NULL",0.1083873038,0.0036295775,0.0969850475,"5784.925",0.076861663,4,"01/01/2017",0,2590,3,3,1
"18",525,"01/09/2009","759","30/09/2011",0.235547888333333,-0.0818115735,0.3215380765,"NULL",0.021189171,2,"01/01/2017",1,759,3,1,3
"19",526,"07/04/2010","2275","29/06/2016",0.0089085604,-0.04971523775,0.13451710975,"7773.875",0.017490272,4,"01/01/2017",1,2275,2,2,2
"20",533,"25/10/2008","NULL","NULL",0.251586558,0.00251343066666666,0.110799838666667,"6348.55",0.289889507,6,"01/01/2017",0,2990,3,3,1
"21",562,"01/02/2012","897","17/07/2014",-0.0101514883333333,0.033295716,0.033295716,"2065",-0.014554827,2,"01/01/2017",1,897,2,3,1
"22",582,"06/04/2011","NULL","NULL",-0.11299072925,-0.0118368343333333,0.123078621666667,"6687.125",-0.165855984,3,"01/01/2017",0,2097,1,2,2
"23",625,"17/03/2011","1561","25/06/2015",0.21038587625,-0.00261232933333332,0.189141587333333,"7357.5",0.112175197,3,"01/01/2017",1,1561,3,3,3
"24",679,"25/04/2010","1356","10/01/2014",-0.1034998026,-0.02852689425,0.04022956025,"1819.6",-0.05117202,4,"01/01/2017",1,1356,1,2,1
"25",680,"11/01/2013","544","09/07/2014",0.0246532695,-0.197114495,0.197114495,"NULL",-0.073903978,1,"01/01/2017",1,544,2,1,3
"26",681,"07/11/2010","1160","10/01/2014",-0.0739600255,-0.0654907093333333,0.115124381333333,"4925.5",-0.081977619,3,"01/01/2017",1,1160,1,1,2
"27",743,"18/09/2012","932","08/04/2015",0.1128528565,0.189259295,0.189259295,"NULL",NA,1,"01/01/2017",1,932,3,3,3
"28",760,"23/05/2010","1110","06/06/2013",0.109611366,-0.131034803666667,0.131034803666667,"1335.5",0.101043431,3,"01/01/2017",1,1110,3,1,2
"29",785,"28/11/2011","1082","14/11/2014",-0.08718480525,-0.0808110563333333,0.0808110563333333,"9288.6",-0.029553061,3,"01/01/2017",1,1082,1,1,1
"30",813,"17/04/2011","648","24/01/2013",-0.111406973,0.002977672,0.002977672,"NULL",-0.109918137,1,"01/01/2017",1,648,1,3,1
"31",906,"07/11/2008","2275","30/01/2015",-0.129889231166667,0.0104661768,0.0587433584,"4277",-0.152831597,5,"01/01/2017",1,2275,1,3,1
"32",954,"04/07/2012","499","15/11/2013",-0.042656145,-0.140732199,0.140732199,"NULL",-0.1300140105,2,"01/01/2017",1,499,2,1,2
"33",961,"31/08/2010","NULL","NULL",-0.077582547,-0.036457404,0.199470625,"7710.7",-0.115133948,4,"01/01/2017",0,2315,1,2,3
"34",966,"02/01/2009","1147","23/02/2012",0.13534753075,0.010919975,0.309204057,"10171.2",0.431761609,3,"01/01/2017",1,1147,3,3,3
"35",1015,"20/08/2012","961","08/04/2015",0.096264399,-0.1237644615,0.1376871615,"NULL",0.004472958,2,"01/01/2017",1,961,3,1,2
"36",1024,"12/01/2010","1756","03/11/2014",0.0641092614,-0.15069044875,0.18689344125,"NULL",-0.027076808,4,"01/01/2017",1,1756,3,1,3
"37",1052,"03/12/2009","2171","13/11/2015",0.060098574,-0.014975642,0.1229872165,"8423.825",0.065369454,4,"01/01/2017",1,2171,3,2,2
"38",1099,"16/02/2011","NULL","NULL",0.046502319,0.056501615,0.103992862333333,"4744.35",0.02187134,3,"01/01/2017",0,2146,2,3,1
"39",1150,"27/10/2008","1620","04/04/2013",-0.130134031,9.45363333333301e-05,0.102322427,"3894.966667",NA,3,"01/01/2017",1,1620,1,3,1
"40",1178,"12/02/2009","NULL","NULL",0.063856118,-0.055157564,0.0749569226666667,"6564.92",0.285042838,6,"01/01/2017",0,2880,3,2,1
"41",1284,"20/04/2011","1138","01/06/2014",-0.025712798,-0.0292820146666667,0.12113708,"4064.05",0.026469978,3,"01/01/2017",1,1138,2,2,2
"42",1286,"05/11/2010","1378","14/08/2014",0.16224578625,-0.00729197000000001,0.217105785333333,"2765.35",0.062176128,3,"01/01/2017",1,1378,3,2,3
"43",1362,"14/04/2009","2185","08/04/2015",-0.0282551638333333,-0.0557979962,0.1498666282,"8612.266667",-0.087082958,5,"01/01/2017",1,2185,2,2,2
"44",1405,"09/08/2011","1182","03/11/2014",0.01555776675,-0.098623866,0.164040405333333,"3292.2",-0.013094081,3,"01/01/2017",1,1182,2,1,2
"45",1419,"28/05/2010","NULL","NULL",0.1566060916,-0.043384058,0.057436363,"2869.6",0.132784566,4,"01/01/2017",0,2410,3,2,1
"46",1559,"03/12/2009","1904","19/02/2015",-0.0354168216,0.08113677775,0.13372317675,"10239.23333",-0.13562095,4,"01/01/2017",1,1904,2,3,2
"47",1663,"09/01/2010","NULL","NULL",-0.0084798478,0.02349619925,0.07976408625,"NULL",0.031864633,4,"01/01/2017",0,2549,2,3,1
"48",1771,"01/09/2010","NULL","NULL",-0.2024073524,-0.023716183,0.0607366055,"7214.44",-0.247343186,4,"01/01/2017",0,2314,1,2,1
"49",1825,"02/01/2009","1762","30/10/2013",0.137844077,-0.14393122725,0.31755818225,"968",-0.142939121,4,"01/01/2017",1,1762,3,1,3
"50",1885,"27/07/2010","NULL","NULL",-0.116409853,-0.0076083045,0.0593926155,"2618",-0.09955837,4,"01/01/2017",0,2350,1,2,1
"51",1939,"03/02/2009","NULL","NULL",0.0774488181428571,-0.0207900665,0.261569708833333,"8400.6375",-0.01841067,6,"01/01/2017",0,2889,3,2,3
"52",1945,"25/05/2010","NULL","NULL",-0.0915513458,0.022410664,0.248868035,"5369.92",0.042535481,4,"01/01/2017",0,2413,1,3,3
"53",1973,"27/02/2010","1593","09/07/2014",-0.0102349806,0.024446583,0.151592935,"NULL",-0.029836956,4,"01/01/2017",1,1593,2,3,2
"54",1980,"04/11/2008","2264","16/01/2015",-0.0400717506666667,-0.0067919204,0.1079499176,"10147.16667",-0.142664236,5,"01/01/2017",1,2264,2,2,1
"55",2010,"10/08/2010","1834","18/08/2015",-0.14838795125,0.0642180046666667,0.091034094,"1063.3",-0.219562131,3,"01/01/2017",1,1834,1,3,1
"56",2035,"04/06/2012","641","07/03/2014",-0.0803828206666667,-0.0267241895,0.0290396095,"NULL",-0.061023081,2,"01/01/2017",1,641,1,2,1
"57",2041,"20/11/2010","1033","18/09/2013",-0.104162802666667,0.0078980385,0.0885519215,"6066.9",-0.163197417,2,"01/01/2017",1,1033,1,3,1
"58",2042,"29/03/2010","2045","03/11/2015",-0.138034394,-0.02390382,0.1574333875,"6274.15",-0.248131549,4,"01/01/2017",1,2045,1,2,2
"59",2093,"19/03/2009","NULL","NULL",-0.0334481428571429,-0.0356029973333333,0.129132569,"6785.25",0.009825862,6,"01/01/2017",0,2845,2,2,2
"60",2187,"22/02/2012","904","14/08/2014",-0.190708684,-0.008571907,0.011147583,"NULL",-0.198140406,2,"01/01/2017",1,904,1,2,1
"61",2210,"17/12/2010","1693","06/08/2015",0.11003082325,-0.0613458073333333,0.116929628666667,"8816.95",0.133276779,3,"01/01/2017",1,1693,3,1,2
"62",2269,"29/10/2008","2823","22/07/2016",0.130392856,-0.00653570085714285,0.163058015428571,"4956.77",0.210695749,7,"01/01/2017",1,2823,3,2,2
"63",2281,"08/01/2011","1671","06/08/2015",-0.000528767999999995,0.0973470126666667,0.180454157333333,"6675.4",-0.054892187,3,"01/01/2017",1,1671,2,3,3
"64",2298,"15/10/2008","2486","06/08/2015",0.083280735,-0.0501825895,0.192950814166667,"7114",0.07381441,6,"01/01/2017",1,2486,3,2,3
"65",2349,"14/03/2011","NULL","NULL",-0.12130500125,-0.112320571333333,0.13507824,"7915.675",-0.13333689,3,"01/01/2017",0,2120,1,1,2
"66",2371,"27/08/2011","1165","04/11/2014",-0.069667321,-0.190486401,0.190486401,"8076.4",NA,2,"01/01/2017",1,1165,1,1,3
"67",2380,"24/06/2009","658","13/04/2011",0.095163075,0.079345875,0.164504069,"NULL",-0.014506304,2,"01/01/2017",1,658,3,3,2
"68",2409,"12/11/2008","1633","03/05/2013",-0.0870464452,-0.04839852125,0.12162509525,"7508.166667",-0.005535383,4,"01/01/2017",1,1633,1,2,2
"69",2421,"31/12/2008","1373","04/10/2012",0.0760435666,0.0715132085,0.1697671285,"7731.95",-0.017843189,4,"01/01/2017",1,1373,3,3,3
"70",2425,"14/09/2008","1142","31/10/2011",-0.0375139413333333,-0.0409233465,0.2667199045,"8354",NA,2,"01/01/2017",1,1142,2,2,3
"71",2431,"09/12/2009","1627","24/05/2014",-0.0043449614,-0.03856275875,0.09105372025,"8182.65",0.030687492,4,"01/01/2017",1,1627,2,2,1
"72",2445,"13/08/2010","1609","08/01/2015",0.0643450428,-0.0820293225,0.2003706035,"8420.6",0.235716238,4,"01/01/2017",1,1609,3,1,3
"73",2500,"12/04/2012","1588","17/08/2016",-0.01852242225,-0.0918946383333333,0.112352077666667,"5194.833333",-0.103671427,3,"01/01/2017",1,1588,2,1,1
"74",2530,"10/01/2010","2140","20/11/2015",0.16120254,0.04907036975,0.09449015475,"NULL",0.104228291,4,"01/01/2017",1,2140,3,3,1
"75",2548,"06/06/2009","2155","01/05/2015",0.120918778833333,0.0061321168,0.144312302,"7017.716667",0.304953515,5,"01/01/2017",1,2155,3,3,2
"76",2559,"25/11/2010","2086","11/08/2016",0.005347598,-0.147949343333333,0.177245127333333,"9860.275",-0.030461253,3,"01/01/2017",1,2086,2,1,3
"77",2661,"09/07/2011","NULL","NULL",0.1107671165,0.0807595263333333,0.202073969,"8754.75",-0.021624217,3,"01/01/2017",0,2003,3,3,3
"78",2680,"01/11/2011","1186","30/01/2015",-0.0110639163333333,0.053268048,0.053268048,"4805",-0.007937534,2,"01/01/2017",1,1186,2,3,1
"79",2741,"20/06/2011","NULL","NULL",0.09254359,0.0258140766666667,0.206951567333333,"8954.466667",-0.100412402,3,"01/01/2017",0,2022,3,3,3
"80",2866,"08/09/2012","705","14/08/2014",0.0159327945,-0.082157959,0.082157959,"NULL",NA,1,"01/01/2017",1,705,2,1,1
"81",2874,"03/03/2010","1128","04/04/2013",-0.0503504556666667,0.0046983085,0.0046983085,"NULL",-0.049260841,2,"01/01/2017",1,1128,2,3,1
"82",2880,"24/10/2010","1914","20/01/2016",-0.14234913775,-0.00598427,0.166023138666667,"4860.05",-0.003220597,3,"01/01/2017",1,1914,1,3,2
"83",2929,"11/10/2010","906","04/04/2013",0.0977659696666667,-0.1314522635,0.1842954575,"NULL",-0.025097669,2,"01/01/2017",1,906,3,1,3
"84",2947,"01/06/2011","1142","17/07/2014",-0.15137590625,-0.0386370076666667,0.140209567666667,"5932",0.005406831,3,"01/01/2017",1,1142,1,2,2
"85",3006,"29/10/2010","1479","16/11/2014",-0.0776607332,-0.04083423225,0.16454100275,"7057.6",0.096684615,4,"01/01/2017",1,1479,1,2,2
"86",3007,"21/03/2009","1069","23/02/2012",0.02583562925,-0.0867892773333333,0.270165764,"7352.5",0.093088024,3,"01/01/2017",1,1069,2,1,3
"87",3034,"17/09/2010","948","22/04/2013",-0.0478712375,-0.0827850186666667,0.141893846,"4901",-0.142594823,3,"01/01/2017",1,948,2,1,2
"88",3037,"04/07/2010","NULL","NULL",0.02564226075,-0.0234858906666667,0.114461486,"6395.725",0.05769135,3,"01/01/2017",0,2373,2,2,1
"89",3062,"25/04/2010","1999","15/10/2015",-0.088905613,-0.067262096,0.2102187985,"2884.65",-0.281545277,4,"01/01/2017",1,1999,1,1,3
"90",3131,"06/07/2010","2325","16/11/2016",-0.1542109606,0.000945167000000004,0.1359461325,"11647.05",-0.270837544,4,"01/01/2017",1,2325,1,3,2
"91",3230,"10/05/2009","760","09/06/2011",-0.111443015333333,-0.2322470005,0.2322470005,"NULL",-0.131755321,2,"01/01/2017",1,760,1,1,3
"92",3254,"20/11/2010","NULL","NULL",-0.0084219425,-0.0858393926666667,0.312902643333333,"6600.8",-0.212591545,3,"01/01/2017",0,2234,2,1,3
"93",3278,"10/08/2011","NULL","NULL",0.02896933825,0.018260678,0.140191542666667,"6838.35",0.167290812,3,"01/01/2017",0,1971,2,3,2
"94",3386,"25/10/2009","1638","20/04/2014",0.1218602415,0.0251773046666667,0.116357354666667,"7071.833333",0.032572111,3,"01/01/2017",1,1638,3,3,2
"95",3524,"12/02/2010","535","01/08/2011",0.023392568,-0.224932412,0.224932412,"NULL",-0.089073638,1,"01/01/2017",1,535,2,1,3
"96",3533,"13/08/2012","731","14/08/2014",-0.2775339205,-0.0543816466666667,0.159176648,"NULL",-0.405257902,3,"01/01/2017",1,731,1,2,2
"97",3609,"12/04/2011","1975","07/09/2016",-0.01920544275,0.069742459,0.121767270333333,"10655.93333",-0.134624499,3,"01/01/2017",1,1975,2,3,2
"98",3610,"30/05/2010","1468","06/06/2014",-0.1210331312,-0.0453542235,0.130956951,"592.7",0.062859742,4,"01/01/2017",1,1468,1,2,2
"99",3661,"25/08/2009","2177","11/08/2015",0.119757341,-0.0322991595,0.1003410575,"8173.3",0.317252014,6,"01/01/2017",1,2177,3,2,1
"100",3735,"03/07/2011","1565","15/10/2015",0.080769955,-0.0826739696666667,0.188727737,"6986.8",0.146632837,3,"01/01/2017",1,1565,3,1,3
"101",3795,"26/10/2010","2018","05/05/2016",0.02949765875,-0.0280784786666667,0.160400634666667,"6126.1",-0.041478396,3,"01/01/2017",1,2018,2,2,2
"102",3926,"18/09/2008","2766","15/04/2016",0.0100570006666667,-0.027869903,0.1268750002,"9446.75",0.075074996,5,"01/01/2017",1,2766,2,2,2
"103",3927,"13/12/2009","1615","16/05/2014",0.1875791086,-0.0825044005,0.22276619,"10545",0.228350647,4,"01/01/2017",1,1615,3,1,3
"104",3965,"03/09/2010","NULL","NULL",0.1993202306,0.00929883200000001,0.1581418775,"9208.833333",0.174820589,4,"01/01/2017",0,2312,3,3,2
"105",3987,"13/01/2012","944","14/08/2014",-0.130619272666667,-0.1955774555,0.1955774555,"NULL",-0.138115057,2,"01/01/2017",1,944,1,1,3
"106",4022,"27/06/2011","840","14/10/2013",0.097676026,0.0575214156666667,0.130072790333333,"954.8",-0.022071167,3,"01/01/2017",1,840,3,3,2
"107",4028,"18/07/2009","2235","31/08/2015",-0.188421260166667,-0.0733611992,0.1709171988,"7703.35",-0.298986719,5,"01/01/2017",1,2235,1,1,3
"108",4091,"14/11/2009","925","27/05/2012",0.0802701176666667,-0.190946574,0.190946574,"1729",0.045964147,2,"01/01/2017",1,925,3,1,3
"109",4100,"24/02/2012","636","21/11/2013",-0.1010946815,-0.109483557,0.109483557,"NULL",-0.15583646,1,"01/01/2017",1,636,1,1,1
"110",4102,"03/04/2009","2375","04/10/2015",0.0132521565714286,-0.00729487883333333,0.1099472135,"5899.64",-0.033333451,6,"01/01/2017",1,2375,2,2,1
"111",4118,"01/12/2011","721","21/11/2013",-0.0998031285,0.115307631,0.115307631,"NULL",-0.042149313,1,"01/01/2017",1,721,1,3,2
"112",4133,"28/09/2010","982","06/06/2013",0.0436549085,-0.005864912,0.173073456,"1242.9",0.016447575,3,"01/01/2017",1,982,2,3,3
"113",4146,"02/06/2009","2627","11/08/2016",0.101976163666667,-0.0640686626,0.0963363982,"6528.62",0.182773213,5,"01/01/2017",1,2627,3,1,1
"114",4159,"07/02/2010","1516","03/04/2014",0.1520434736,0.006076953,0.141238271,"NULL",-0.020935349,4,"01/01/2017",1,1516,3,3,2
"115",4287,"19/06/2011","1573","09/10/2015",-0.081864646,-0.0938351736666667,0.0938351736666667,"9966.4",0.015148884,3,"01/01/2017",1,1573,1,1,1
"116",4391,"25/11/2008","2822","17/08/2016",-0.124714357666667,0.0655486342,0.1365874346,"11400.26",-0.129153212,5,"01/01/2017",1,2822,1,3,2
"117",4407,"24/06/2009","1766","25/04/2014",-0.001922638,-0.0580730578,0.1926062546,"5698.05",-0.198333198,5,"01/01/2017",1,1766,2,2,3
"118",4430,"10/01/2011","1222","16/05/2014",0.05108081475,-0.00626364599999998,0.30015923,"8283.4",0.307292377,3,"01/01/2017",1,1222,2,2,3
"119",4440,"22/05/2011","1790","15/04/2016",0.13143381625,-0.0185372216666667,0.130579711666667,"4660.466667",0.257948074,3,"01/01/2017",1,1790,3,2,2
"120",4529,"17/02/2011","1283","23/08/2014",-0.103595859,-0.0118139683333333,0.132246385,"9812.4",-0.22926922,3,"01/01/2017",1,1283,1,2,2
"121",4607,"18/04/2011","2067","14/12/2016",-0.19422537125,-0.0805928393333333,0.255691170666667,"10567.43333",-0.296865435,3,"01/01/2017",1,2067,1,1,3
"122",4609,"02/06/2011","735","06/06/2013",-0.069896506,0.0672239805,0.0672239805,"NULL",-0.088326921,2,"01/01/2017",1,735,1,3,1
"123",4662,"26/07/2012","749","14/08/2014",-0.136232566333333,-0.046555961,0.117623728,"NULL",-0.214648385,2,"01/01/2017",1,749,1,2,2
"124",4663,"15/03/2011","1158","16/05/2014",-0.039201391,0.0312196633333333,0.0874085953333333,"6153.1",0.023637991,3,"01/01/2017",1,1158,2,3,1
"125",4718,"11/03/2010","1848","02/04/2015",-0.0443141202,-0.080075666,0.2214584605,"5870.8",0.002835602,4,"01/01/2017",1,1848,2,1,3
"126",4755,"09/09/2010","NULL","NULL",-0.1748102716,-0.064275809,0.083945918,"5991.46",-0.132479486,4,"01/01/2017",0,2306,1,1,1
"127",4893,"04/05/2009","1624","14/10/2013",0.1096830045,-0.0240848838,0.0563883554,"6229.783333",0.155798236,5,"01/01/2017",1,1624,3,2,1
"128",4924,"24/09/2010","923","04/04/2013",-0.160877573,-0.0837722496666667,0.119392931,"447.9",-0.215735333,3,"01/01/2017",1,923,1,1,2
"129",4925,"21/02/2011","928","06/09/2013",-0.155780752333333,-0.0155551005,0.1648798585,"2014.4",-0.265700658,2,"01/01/2017",1,928,1,2,2
"130",4957,"13/12/2008","1515","05/02/2013",-0.04991949475,-0.00446019666666667,0.030683026,"753.4",-0.075440568,3,"01/01/2017",1,1515,2,3,1
"131",4967,"23/06/2012","NULL","NULL",0.1193582605,0.0416712673333333,0.197337198666667,"5921.233333",0.256961181,3,"01/01/2017",0,1653,3,3,3
"132",5003,"12/10/2009","1417","29/08/2013",0.052042104,-0.0659599686666667,0.125828896666667,"10345.2",-0.013237949,3,"01/01/2017",1,1417,2,1,2
"133",5013,"11/05/2012","794","14/07/2014",0.254321471,-0.037991358,0.037991358,"636.8",NA,1,"01/01/2017",1,794,3,2,1
"134",5050,"31/12/2009","NULL","NULL",0.1703415884,-0.02725525175,0.16023825275,"8500.525",0.038262975,4,"01/01/2017",0,2558,3,2,2
"135",5054,"04/09/2009","1770","10/07/2014",0.10952479,0.00578885933333333,0.188013314666667,"8889.916667",NA,3,"01/01/2017",1,1770,3,3,3
"136",5105,"15/03/2014","30","14/04/2014",0.132569101,-0.321186628,0.321186628,"NULL",NA,1,"01/01/2017",1,30,3,1,3
"137",5126,"03/03/2012","628","21/11/2013",0.100906406,-0.158541824,0.158541824,"NULL",0.021635494,1,"01/01/2017",1,628,3,1,2
"138",5199,"30/04/2012","836","14/08/2014",0.1553426,0.007880153,0.007880153,"NULL",NA,1,"01/01/2017",1,836,3,3,1
"139",5207,"16/03/2011","1604","06/08/2015",0.087167635,-0.001307664,0.067835732,"9416.2",0.024364715,3,"01/01/2017",1,1604,3,3,1
"140",5298,"03/01/2010","2041","06/08/2015",0.1196765908,-0.07640529625,0.14519598575,"10990.83333",-0.02868024,4,"01/01/2017",1,2041,3,1,2
"141",5315,"21/12/2008","2285","25/03/2015",0.14040302375,-0.021872509,0.171002225,"5201.75",-0.026458321,3,"01/01/2017",1,2285,3,2,3
"142",5330,"16/08/2010","NULL","NULL",-0.1864883394,-0.00169578825,0.07769793175,"7981.825",-0.076328436,4,"01/01/2017",0,2330,1,3,1
"143",5338,"15/12/2009","1776","26/10/2014",0.044875157,-0.00789509275,0.11756514075,"NULL",0.093353563,4,"01/01/2017",1,1776,2,2,2
"144",5419,"01/05/2009","NULL","NULL",-0.0183023548333333,-0.0037450632,0.1332637652,"5448.8",NA,5,"01/01/2017",0,2802,2,3,2
"145",5501,"27/11/2009","1610","25/04/2014",0.0719976248,-0.05913691875,0.22486372975,"6080.2",0.13934555,4,"01/01/2017",1,1610,3,2,3
"146",5552,"10/04/2010","NULL","NULL",0.0240233844,-0.0560358075,0.188808904,"5909",-0.008898837,4,"01/01/2017",0,2458,2,2,3
"147",5568,"10/09/2011","958","25/04/2014",-0.071893774,-0.0226184725,0.2883549285,"1148.5",-0.264130393,2,"01/01/2017",1,958,1,2,3
"148",5654,"13/02/2010","1532","25/04/2014",-0.1457776186,-0.02084391775,0.11909939275,"7781.8",-0.083109676,4,"01/01/2017",1,1532,1,2,2
"149",5672,"02/07/2012","501","15/11/2013",0.0520005925,-0.094907593,0.094907593,"NULL",0.004546796,1,"01/01/2017",1,501,2,1,1
"150",5709,"08/07/2009","NULL","NULL",-0.101098562333333,-0.0145039724,0.104278804,"5609.71",-0.162547971,5,"01/01/2017",0,2734,1,2,1
"151",5742,"09/12/2009","2437","11/08/2016",0.0620786394,-0.0474312565,0.111580885,"9725.7",0.172639622,4,"01/01/2017",1,2437,3,2,1
"152",5746,"25/03/2011","NULL","NULL",0.1395072285,-0.106146503,0.232682019666667,"6236.6",0.044144525,3,"01/01/2017",0,2109,3,1,3
